MSG	8342432	DISPLAY_COORDS 0 0 1023 767								
MSG	8344122	TRIALID 1								
MSG	8346879	DRIFTCORRECT R RIGHT at 512,384  OFFSET 0.26 deg.  1.5,-13.0 pix.								
MSG	8347536	RECCFG CR 250 2 1 R								
MSG	8347536	ELCLCFG MLRR								
MSG	8347536	GAZE_COORDS 0.00 0.00 1023.00 767.00								
MSG	8347536	THRESHOLDS R 71 146								
MSG	8347536	ELCL_WINDOW_SIZES 176 188 0 0								
MSG	8347536	CAMERA_LENS_FOCAL_LENGTH 38.00								
MSG	8347536	ELCL_PROC ELLIPSE  (5)								
MSG	8347536	ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30								
MSG	8347537	!MODE RECORD CR 250 2 1 R								
ESACC	R	8858545	8858557	16	480.7	426.8	476.5	399.7	0.53	63
SFIX	R	8858561								
EFIX	R	8858561	8858713	156	495.9	430.8	1665			
SSACC	R	8858717								
ESACC	R	8858717	8858733	20	486.5	435.2	487.3	422.5	0.25	57
SFIX	R	8858737								
EFIX	R	8858737	8858809	76	480.0	444.6	1690			
SSACC	R	8858813								
ESACC	R	8858813	8858857	48	469.4	434.5	467.3	461.6	0.53	70
SFIX	R	8858861								
EFIX	R	8858861	8858885	28	469.9	456.5	1674			
SSACC	R	8858889								
ESACC	R	8858889	8858893	8	465.7	444.6	466.2	457.2	0.25	74
SFIX	R	8858897								
EFIX	R	8858897	8858929	36	468.7	463.0	1662			
SSACC	R	8858933								
ESACC	R	8858933	8858949	20	468.7	446.5	473.7	475.5	0.57	57
SFIX	R	8858953								
EFIX	R	8858953	8859037	88	478.0	477.7	1581			
SSACC	R	8859041								
ESACC	R	8859041	8859125	88	479.7	492.0	471.3	459.1	0.65	112
SFIX	R	8859129								
EFIX	R	8859129	8860501	1376	452.4	446.4	1407			
SSACC	R	8860505								
ESACC	R	8860505	8860513	12	468.5	429.0	463.8	407.9	0.42	52
SFIX	R	8860517								
EFIX	R	8860517	8861685	1172	483.2	477.8	1429			
SSACC	R	8861689								
ESACC	R	8861689	8861697	12	489.0	494.1	482.2	465.5	0.57	71
SFIX	R	8861701								
EFIX	R	8861701	8862325	628	493.4	473.6	1398			
SSACC	R	8862329								
ESACC	R	8862329	8862337	12	513.8	476.5	512.5	451.2	0.49	62
SFIX	R	8862341								
EFIX	R	8862341	8863177	840	506.1	444.7	1455			
SSACC	R	8863181								
ESACC	R	8863181	8863185	8	528.4	422.1	539.6	405.8	0.37	73
SFIX	R	8863189								
MSG	8863477	TARGET_DOT								
EFIX	R	8863189	8863701	516	529.3	416.7	1522			
SSACC	R	8863705								
ESACC	R	8863705	8863709	8	522.7	450.1	521.3	440.0	0.20	48
SFIX	R	8863713								
MSG	8863979	NONTARGET_DOT								
EFIX	R	8863713	8864133	424	531.8	453.5	1542			
SSACC	R	8864137								
SBLINK	R	8864213								
EBLINK	R	8864213	8864341	132						
ESACC	R	8864137	8864397	264	541.6	456.2	509.5	448.3	0.55	1261
SFIX	R	8864401								
EFIX	R	8864401	8864633	236	521.8	447.1	1658			
SSACC	R	8864637								
ESACC	R	8864637	8864657	24	521.3	470.5	513.8	490.0	0.40	60
SFIX	R	8864661								
EFIX	R	8864661	8864809	152	500.3	517.5	1583			
SSACC	R	8864813								
ESACC	R	8864813	8864833	24	490.5	537.0	478.0	428.3	2.12	145
SFIX	R	8864837								
EFIX	R	8864837	8865025	192	476.8	436.2	1421			
SSACC	R	8865029								
SBLINK	R	8865081								
EBLINK	R	8865081	8865221	144						
ESACC	R	8865029	8865301	276	473.2	429.4	478.7	348.6	1.58	764
SFIX	R	8865305								
EFIX	R	8865305	8865497	196	506.9	363.3	1481			
SSACC	R	8865501								
ESACC	R	8865501	8865513	16	515.2	395.5	514.5	370.3	0.49	74
SFIX	R	8865517								
EFIX	R	8865517	8865585	72	515.5	387.2	1495			
SSACC	R	8865589								
ESACC	R	8865589	8865593	8	516.7	390.4	514.1	400.1	0.19	51
SFIX	R	8865597								
EFIX	R	8865597	8865781	188	518.9	426.6	1387			
SSACC	R	8865785								
ESACC	R	8865785	8865793	12	505.7	442.7	482.4	425.7	0.51	63
SFIX	R	8865797								
EFIX	R	8865797	8866333	540	475.2	447.8	1362			
SSACC	R	8866337								
ESACC	R	8866337	8866345	12	470.1	431.9	492.1	406.5	0.61	76
SFIX	R	8866349								
MSG	8868077	TARGET_DOT								
MSG	8868578	NONTARGET_DOT								
EFIX	R	8866349	8868733	2388	476.6	447.9	1348			
SSACC	R	8868737								
SBLINK	R	8868785								
EBLINK	R	8868785	8868957	176						
ESACC	R	8868737	8869041	308	474.7	455.3	460.6	378.3	1.52	726
SFIX	R	8869045								
EFIX	R	8869045	8869137	96	449.3	361.1	1429			
SSACC	R	8869141								
ESACC	R	8869141	8869169	32	470.8	360.0	477.8	377.4	0.36	74
SFIX	R	8869173								
EFIX	R	8869173	8869221	52	480.0	366.4	1500			
SSACC	R	8869225								
ESACC	R	8869225	8869237	16	478.6	349.4	471.7	382.6	0.66	70
SFIX	R	8869241								
EFIX	R	8869241	8869293	56	472.6	370.0	1506			
SSACC	R	8869297								
ESACC	R	8869297	8869301	8	457.7	370.2	456.5	386.8	0.33	87
SFIX	R	8869305								
EFIX	R	8869305	8869901	600	499.1	483.3	1287			
SSACC	R	8869905								
ESACC	R	8869905	8869921	20	493.3	502.8	477.6	462.4	0.83	71
SFIX	R	8869925								
EFIX	R	8869925	8871253	1332	480.0	450.4	1263			
SSACC	R	8871257								
ESACC	R	8871257	8871265	12	493.6	452.9	500.6	474.6	0.44	54
SFIX	R	8871269								
MSG	8874076	TARGET_DOT								
EFIX	R	8871269	8874521	3256	497.2	446.6	1325			
SSACC	R	8874525								
SBLINK	R	8874577								
MSG	8874578	NONTARGET_DOT								
EBLINK	R	8874577	8874677	104						
ESACC	R	8874525	8874741	220	508.7	440.6	481.1	384.8	1.18	1745
SFIX	R	8874745								
EFIX	R	8874745	8874837	96	503.1	386.8	1494			
SSACC	R	8874841								
SBLINK	R	8874885								
EBLINK	R	8874885	8875057	176						
ESACC	R	8874841	8875085	248	525.0	396.6	523.7	597.3	3.89	409
SFIX	R	8875089								
EFIX	R	8875089	8875145	60	535.9	577.1	1469			
SSACC	R	8875149								
ESACC	R	8875149	8875209	64	517.1	592.9	512.6	522.8	1.35	91
SFIX	R	8875213								
EFIX	R	8875213	8875329	120	502.3	585.7	1347			
SSACC	R	8875333								
ESACC	R	8875333	8875357	28	500.3	592.4	465.8	453.7	2.74	181
SFIX	R	8875361								
EFIX	R	8875361	8875797	440	467.9	463.0	1199			
SSACC	R	8875801								
ESACC	R	8875801	8875813	16	455.8	447.1	449.0	424.6	0.45	45
SFIX	R	8875817								
EFIX	R	8875817	8878005	2192	464.2	411.9	1231			
SSACC	R	8878009								
ESACC	R	8878009	8878017	12	457.5	454.5	451.2	435.2	0.39	66
SFIX	R	8878021								
EFIX	R	8878021	8878261	244	453.1	473.1	1221			
SSACC	R	8878265								
ESACC	R	8878265	8878281	20	453.4	479.5	463.4	412.0	1.32	112
SFIX	R	8878285								
EFIX	R	8878285	8878841	560	461.7	424.0	1175			
SSACC	R	8878845								
ESACC	R	8878845	8878849	8	469.4	449.3	478.7	457.5	0.22	54
SFIX	R	8878853								
MSG	8879093	TARGET_DOT								
MSG	8879594	NONTARGET_DOT								
EFIX	R	8878853	8879685	836	493.8	473.0	1168			
SSACC	R	8879689								
SBLINK	R	8879753								
EBLINK	R	8879753	8879941	192						
ESACC	R	8879689	8879957	272	503.2	457.3	558.7	581.3	2.57	1232
SFIX	R	8879961								
EFIX	R	8879961	8880005	48	550.9	559.9	1379			
SSACC	R	8880009								
ESACC	R	8880009	8880013	8	556.8	544.1	560.3	533.7	0.21	42
SFIX	R	8880017								
EFIX	R	8880017	8880133	120	544.0	549.5	1419			
SSACC	R	8880137								
ESACC	R	8880137	8880185	52	538.8	570.7	475.6	372.3	3.99	221
SFIX	R	8880189								
EFIX	R	8880189	8880237	52	489.8	404.8	1398			
SSACC	R	8880241								
ESACC	R	8880241	8880285	48	487.9	413.4	477.5	433.7	0.43	83
SFIX	R	8880289								
EFIX	R	8880289	8880393	108	475.2	449.3	1366			
SSACC	R	8880397								
ESACC	R	8880397	8880417	24	473.6	457.9	476.6	399.3	1.14	72
SFIX	R	8880421								
EFIX	R	8880421	8880537	120	492.2	403.7	1366			
SSACC	R	8880541								
SBLINK	R	8880601								
EBLINK	R	8880601	8880741	144						
ESACC	R	8880541	8880809	272	498.4	393.2	448.4	384.6	0.84	669
SFIX	R	8880813								
EFIX	R	8880813	8880833	24	454.8	362.5	1356			
SSACC	R	8880837								
ESACC	R	8880837	8880861	28	462.6	352.8	467.7	331.8	0.42	118
SFIX	R	8880865								
EFIX	R	8880865	8880885	24	476.9	347.4	1379			
SSACC	R	8880889								
ESACC	R	8880889	8880921	36	475.6	381.5	482.5	402.2	0.42	95
SFIX	R	8880925								
EFIX	R	8880925	8881169	248	493.2	433.6	1268			
SSACC	R	8881173								
ESACC	R	8881173	8881181	12	490.6	459.9	467.7	475.9	0.49	71
SFIX	R	8881185								
EFIX	R	8881185	8881625	444	476.6	495.4	1259			
SSACC	R	8881629								
MSG	8881659	TARGET_DOT								
ESACC	R	8881629	8881661	36	475.6	505.5	471.2	386.4	2.32	127
SFIX	R	8881665								
MSG	8882160	NONTARGET_DOT								
EFIX	R	8881665	8882361	700	478.0	419.1	1279			
SSACC	R	8882365								
SBLINK	R	8882409								
EBLINK	R	8882409	8882537	132						
ESACC	R	8882365	8882605	244	469.9	408.1	466.0	434.6	0.52	498
SFIX	R	8882609								
EFIX	R	8882609	8882701	96	458.7	469.2	1449			
SSACC	R	8882705								
ESACC	R	8882705	8882713	12	474.7	469.7	476.6	461.6	0.16	60
SFIX	R	8882717								
EFIX	R	8882717	8882757	44	477.0	478.2	1465			
SSACC	R	8882761								
ESACC	R	8882761	8882785	28	478.8	448.1	479.2	484.6	0.71	138
SFIX	R	8882789								
EFIX	R	8882789	8882841	56	485.1	511.1	1443			
SSACC	R	8882845								
ESACC	R	8882845	8882881	40	489.8	524.8	465.5	329.2	3.83	187
SFIX	R	8882885								
EFIX	R	8882885	8882929	48	477.6	363.0	1499			
SSACC	R	8882933								
ESACC	R	8882933	8882937	8	481.9	368.7	484.3	383.3	0.29	73
SFIX	R	8882941								
EFIX	R	8882941	8883941	1004	481.0	403.2	1406			
SSACC	R	8883945								
ESACC	R	8883945	8883961	20	494.8	388.4	479.1	324.3	1.28	108
SFIX	R	8883965								
EFIX	R	8883965	8884265	304	488.0	348.0	1500			
SSACC	R	8884269								
ESACC	R	8884269	8884305	40	495.6	327.0	492.4	340.7	0.27	83
SFIX	R	8884309								
EFIX	R	8884309	8884341	36	494.5	354.8	1592			
SSACC	R	8884345								
ESACC	R	8884345	8884361	20	489.7	373.9	497.1	352.5	0.44	61
SFIX	R	8884365								
EFIX	R	8884365	8884417	56	494.8	340.2	1605			
SSACC	R	8884421								
ESACC	R	8884421	8884429	12	499.1	371.8	490.4	360.6	0.26	83
SFIX	R	8884433								
EFIX	R	8884433	8884553	124	490.7	361.5	1583			
SSACC	R	8884557								
ESACC	R	8884557	8884577	24	487.5	358.5	494.5	384.3	0.52	109
SFIX	R	8884581								
EFIX	R	8884581	8884621	44	496.6	372.7	1617			
SSACC	R	8884625								
ESACC	R	8884625	8884685	64	491.7	380.1	495.1	362.1	0.36	104
SFIX	R	8884689								
EFIX	R	8884689	8884725	40	492.2	384.2	1627			
SSACC	R	8884729								
ESACC	R	8884729	8884797	72	493.7	392.7	491.2	400.7	0.16	68
SFIX	R	8884801								
EFIX	R	8884801	8884829	32	488.1	386.4	1633			
SSACC	R	8884833								
ESACC	R	8884833	8884937	108	490.5	379.6	491.9	377.7	0.04	99
SFIX	R	8884941								
EFIX	R	8884941	8885009	72	491.4	385.1	1620			
SSACC	R	8885013								
ESACC	R	8885013	8885029	20	493.2	368.2	497.0	393.7	0.50	119
SFIX	R	8885033								
EFIX	R	8885033	8885321	292	498.3	429.9	1439			
SSACC	R	8885325								
ESACC	R	8885325	8885341	20	487.6	461.9	480.1	451.2	0.24	121
SFIX	R	8885345								
EFIX	R	8885345	8885365	24	483.4	456.9	1416			
SSACC	R	8885369								
ESACC	R	8885369	8885405	40	486.8	458.8	486.8	458.3	0.01	121
SFIX	R	8885409								
EFIX	R	8885409	8885525	120	486.6	450.2	1400			
SSACC	R	8885529								
ESACC	R	8885529	8885553	28	490.8	457.2	484.7	380.1	1.51	114
SFIX	R	8885557								
MSG	8886492	TARGET_DOT								
EFIX	R	8885557	8886773	1220	489.5	412.0	1338			
SSACC	R	8886777								
ESACC	R	8886777	8886805	32	497.4	424.9	500.6	394.7	0.59	70
SFIX	R	8886809								
EFIX	R	8886809	8886845	40	492.2	371.5	1457			
SSACC	R	8886849								
ESACC	R	8886849	8886917	72	494.5	350.7	501.6	367.1	0.34	71
SFIX	R	8886921								
EFIX	R	8886921	8886985	68	498.7	356.9	1515			
SSACC	R	8886989								
MSG	8886993	NONTARGET_DOT								
ESACC	R	8886989	8887081	96	494.7	350.9	492.3	337.0	0.27	93
SFIX	R	8887085								
EFIX	R	8887085	8887189	108	495.8	346.5	1501			
SSACC	R	8887193								
ESACC	R	8887193	8887201	12	495.5	343.2	495.5	321.4	0.43	53
SFIX	R	8887205								
EFIX	R	8887205	8887229	28	495.6	331.7	1457			
SSACC	R	8887233								
SBLINK	R	8887281								
EBLINK	R	8887281	8887529	252						
ESACC	R	8887233	8887537	308	474.9	316.2	490.0	414.3	1.93	1288
SFIX	R	8887541								
EFIX	R	8887541	8887573	36	473.8	441.6	1409			
SSACC	R	8887577								
ESACC	R	8887577	8887597	24	458.3	431.6	452.7	412.1	0.39	86
SFIX	R	8887601								
EFIX	R	8887601	8887613	16	455.0	426.5	1431			
SSACC	R	8887617								
ESACC	R	8887617	8887629	16	453.0	413.6	457.2	444.9	0.61	83
SFIX	R	8887633								
EFIX	R	8887633	8887805	176	463.1	451.6	1270			
SSACC	R	8887809								
SBLINK	R	8887865								
EBLINK	R	8887865	8888033	172						
ESACC	R	8887809	8888081	276	461.2	443.7	427.7	287.4	3.10	385
SFIX	R	8888085								
EFIX	R	8888085	8888149	68	432.5	289.7	1237			
SSACC	R	8888153								
ESACC	R	8888153	8888161	12	447.1	277.9	458.0	283.2	0.21	63
SFIX	R	8888165								
EFIX	R	8888165	8888189	28	460.5	287.4	1253			
SSACC	R	8888193								
ESACC	R	8888193	8888233	44	445.8	309.3	435.5	370.4	1.21	102
SFIX	R	8888237								
MSG	8891192	TARGET_DOT								
MSG	8891693	NONTARGET_DOT								
EFIX	R	8888237	8891777	3544	477.4	439.4	1123			
SSACC	R	8891781								
SBLINK	R	8891849								
EBLINK	R	8891849	8892017	172						
ESACC	R	8891781	8892077	300	484.0	449.2	397.5	336.1	2.62	836
SFIX	R	8892081								
EFIX	R	8892081	8892137	60	412.3	360.0	1184			
SSACC	R	8892141								
ESACC	R	8892141	8892161	24	418.5	363.8	423.0	404.2	0.79	162
SFIX	R	8892165								
EFIX	R	8892165	8892301	140	451.8	403.2	1108			
SSACC	R	8892305								
ESACC	R	8892305	8892309	8	456.4	381.8	443.8	378.8	0.21	46
SFIX	R	8892313								
EFIX	R	8892313	8892473	164	439.1	388.3	1073			
SSACC	R	8892477								
SBLINK	R	8892537								
EBLINK	R	8892537	8892741	208						
ESACC	R	8892477	8892809	336	440.2	373.0	426.4	269.4	2.04	545
SFIX	R	8892813								
EFIX	R	8892813	8892853	44	440.9	278.6	1114			
SSACC	R	8892857								
ESACC	R	8892857	8892901	48	457.8	262.6	426.2	302.2	0.93	93
SFIX	R	8892905								
EFIX	R	8892905	8893577	676	472.1	408.8	1046			
SSACC	R	8893581								
ESACC	R	8893581	8893589	12	471.2	447.3	438.5	437.2	0.57	71
SFIX	R	8893593								
EFIX	R	8893593	8894541	952	474.0	451.4	1083			
SSACC	R	8894545								
ESACC	R	8894545	8894557	16	519.2	486.0	465.7	459.2	1.02	98
SFIX	R	8894561								
MSG	8895458	TARGET_DOT								
MSG	8895854	PVT_RESPONSE								
MSG	8895959	NONTARGET_DOT								
EFIX	R	8894561	8896121	1564	455.5	445.3	1100			
SSACC	R	8896125								
SBLINK	R	8896169								
EBLINK	R	8896169	8896281	116						
ESACC	R	8896125	8896357	236	445.3	463.7	551.7	624.6	3.56	911
SFIX	R	8896361								
EFIX	R	8896361	8896749	392	550.0	671.4	1307			
SSACC	R	8896753								
ESACC	R	8896753	8896825	76	565.8	743.4	461.6	453.6	5.81	280
SFIX	R	8896829								
EFIX	R	8896829	8897049	224	465.5	474.1	1251			
SSACC	R	8897053								
ESACC	R	8897053	8897073	24	471.3	501.7	473.6	416.9	1.65	118
SFIX	R	8897077								
EFIX	R	8897077	8897929	856	478.5	454.7	1243			
SSACC	R	8897933								
ESACC	R	8897933	8897945	16	486.3	474.6	493.3	443.1	0.62	59
SFIX	R	8897949								
EFIX	R	8897949	8899077	1132	489.9	430.4	1301			
SSACC	R	8899081								
ESACC	R	8899081	8899089	12	491.9	436.4	464.2	435.0	0.45	57
SFIX	R	8899093								
EFIX	R	8899093	8899237	148	474.4	431.4	1315			
SSACC	R	8899241								
ESACC	R	8899241	8899245	8	492.5	428.6	508.8	423.9	0.28	58
SFIX	R	8899249								
MSG	8900124	TARGET_DOT								
MSG	8900460	PVT_RESPONSE								
MSG	8900625	NONTARGET_DOT								
EFIX	R	8899249	8900681	1436	489.4	426.9	1200			
SSACC	R	8900685								
SBLINK	R	8900765								
EBLINK	R	8900765	8900933	172						
ESACC	R	8900685	8900981	300	483.9	446.1	466.0	391.2	1.11	804
SFIX	R	8900985								
EFIX	R	8900985	8901049	68	478.2	378.4	1186			
SSACC	R	8901053								
ESACC	R	8901053	8901069	20	467.8	380.2	423.1	426.7	1.17	90
SFIX	R	8901073								
EFIX	R	8901073	8901585	516	431.7	424.7	1071			
SSACC	R	8901589								
ESACC	R	8901589	8901593	8	450.1	439.5	463.2	433.1	0.25	53
SFIX	R	8901597								
EFIX	R	8901597	8902077	484	473.4	425.0	1060			
SSACC	R	8902081								
ESACC	R	8902081	8902101	24	468.8	386.3	454.5	310.0	1.51	109
SFIX	R	8902105								
EFIX	R	8902105	8902137	36	448.4	288.7	1154			
SSACC	R	8902141								
SBLINK	R	8902181								
EBLINK	R	8902181	8902365	188						
ESACC	R	8902141	8902409	272	458.8	289.6	454.9	426.5	2.68	485
SFIX	R	8902413								
EFIX	R	8902413	8902433	24	415.4	400.5	1100			
SSACC	R	8902437								
ESACC	R	8902437	8902457	24	401.7	354.5	376.8	365.6	0.46	98
SFIX	R	8902461								
EFIX	R	8902461	8902557	100	375.6	385.6	1111			
SSACC	R	8902561								
ESACC	R	8902561	8902569	12	406.8	374.3	413.4	406.1	0.63	78
SFIX	R	8902573								
MSG	8902641	TARGET_DOT								
MSG	8902981	PVT_RESPONSE								
MSG	8903142	NONTARGET_DOT								
EFIX	R	8902573	8903289	720	422.3	405.9	1035			
SSACC	R	8903293								
SBLINK	R	8903353								
EBLINK	R	8903353	8903549	200						
ESACC	R	8903293	8903641	352	434.9	406.8	448.1	329.5	1.53	837
SFIX	R	8903645								
EFIX	R	8903645	8903745	104	438.5	352.5	1064			
SSACC	R	8903749								
ESACC	R	8903749	8903753	8	419.8	377.8	421.9	388.7	0.22	50
SFIX	R	8903757								
MSG	8905624	TARGET_DOT								
MSG	8905933	PVT_RESPONSE								
MSG	8906125	NONTARGET_DOT								
EFIX	R	8903757	8906217	2464	450.5	420.4	1057			
SSACC	R	8906221								
SBLINK	R	8906269								
EBLINK	R	8906269	8906445	180						
ESACC	R	8906221	8906501	284	488.7	437.8	460.2	383.6	1.16	838
SFIX	R	8906505								
EFIX	R	8906505	8906637	136	478.0	327.3	1231			
SSACC	R	8906641								
ESACC	R	8906641	8906705	68	473.0	333.9	459.5	398.4	1.28	80
SFIX	R	8906709								
EFIX	R	8906709	8906957	252	462.8	409.8	1137			
SSACC	R	8906961								
ESACC	R	8906961	8906965	8	466.1	417.2	459.4	427.5	0.23	44
SFIX	R	8906969								
EFIX	R	8906969	8907217	252	437.1	479.5	1127			
SSACC	R	8907221								
ESACC	R	8907221	8907233	16	446.0	494.2	447.5	456.6	0.73	72
SFIX	R	8907237								
EFIX	R	8907237	8907445	212	441.2	460.2	1142			
SSACC	R	8907449								
ESACC	R	8907449	8907453	8	427.7	450.1	423.3	435.1	0.30	42
SFIX	R	8907457								
EFIX	R	8907457	8907673	220	438.1	440.9	1143			
SSACC	R	8907677								
ESACC	R	8907677	8907681	8	457.3	438.5	468.8	429.2	0.26	65
SFIX	R	8907685								
MSG	8911707	TARGET_DOT								
MSG	8912035	PVT_RESPONSE								
MSG	8912208	NONTARGET_DOT								
EFIX	R	8907685	8912265	4584	448.9	435.9	1052			
SSACC	R	8912269								
SBLINK	R	8912349								
EBLINK	R	8912349	8912585	240						
ESACC	R	8912269	8912673	408	429.5	360.5	422.9	271.3	1.75	658
SFIX	R	8912677								
EFIX	R	8912677	8912705	32	417.1	272.5	950			
SSACC	R	8912709								
ESACC	R	8912709	8912721	16	409.1	259.6	406.9	304.4	0.88	99
SFIX	R	8912725								
EFIX	R	8912725	8912745	24	417.4	313.3	924			
SSACC	R	8912749								
ESACC	R	8912749	8912753	8	431.0	343.3	440.6	353.3	0.25	57
SFIX	R	8912757								
EFIX	R	8912757	8912853	100	436.5	384.4	897			
SSACC	R	8912857								
ESACC	R	8912857	8912869	16	451.4	396.5	494.9	385.5	0.74	70
SFIX	R	8912873								
EFIX	R	8912873	8912989	120	498.1	413.0	880			
SSACC	R	8912993								
ESACC	R	8912993	8912997	8	525.5	471.3	529.6	485.6	0.29	55
SFIX	R	8913001								
EFIX	R	8913001	8913457	460	589.7	495.7	836			
SSACC	R	8913461								
SBLINK	R	8913489								
EBLINK	R	8913489	8913677	192						
ESACC	R	8913461	8913785	328	488.0	361.1	489.4	256.8	2.05	840
SFIX	R	8913789								
EFIX	R	8913789	8913825	40	495.7	263.6	937			
SSACC	R	8913829								
ESACC	R	8913829	8913849	24	504.1	275.8	493.6	330.2	1.08	64
SFIX	R	8913853								
EFIX	R	8913853	8913869	20	483.1	333.3	921			
SSACC	R	8913873								
ESACC	R	8913873	8913877	8	475.4	363.9	473.7	380.4	0.32	100
SFIX	R	8913881								
EFIX	R	8913881	8914573	696	439.4	480.7	900			
SSACC	R	8914577								
ESACC	R	8914577	8914597	24	450.5	476.2	436.4	385.0	1.79	100
SFIX	R	8914601								
EFIX	R	8914601	8914921	324	430.3	411.9	883			
SSACC	R	8914925								
ESACC	R	8914925	8914945	24	421.2	433.4	419.8	364.4	1.35	106
SFIX	R	8914949								
EFIX	R	8914949	8916069	1124	464.0	397.6	1027			
SSACC	R	8916073								
ESACC	R	8916073	8916085	16	484.4	411.6	474.7	390.2	0.45	46
SFIX	R	8916089								
MSG	8916589	TARGET_DOT								
MSG	8916956	PVT_RESPONSE								
MSG	8917091	NONTARGET_DOT								
EFIX	R	8916089	8917265	1180	474.1	405.9	1285			
SSACC	R	8917269								
SBLINK	R	8917317								
EBLINK	R	8917317	8917429	116						
ESACC	R	8917269	8917533	268	480.7	405.3	450.0	336.7	1.43	820
SFIX	R	8917537								
EFIX	R	8917537	8917569	36	442.1	328.9	1516			
SSACC	R	8917573								
ESACC	R	8917573	8917577	8	435.1	306.3	437.5	313.6	0.15	67
SFIX	R	8917581								
EFIX	R	8917581	8917961	384	459.0	376.0	1492			
SSACC	R	8917965								
SBLINK	R	8917985								
EBLINK	R	8917985	8918121	140						
ESACC	R	8917965	8918169	208	456.4	370.7	477.1	404.0	0.73	326
SFIX	R	8918173								
EFIX	R	8918173	8918313	144	433.7	362.8	1487			
SSACC	R	8918317								
ESACC	R	8918317	8918433	120	441.2	323.8	469.4	325.3	0.46	86
SFIX	R	8918437								
EFIX	R	8918437	8918569	136	472.6	332.3	1587			
SSACC	R	8918573								
ESACC	R	8918573	8918685	116	474.2	333.2	276.5	542.5	5.19	200
SFIX	R	8918689								
EFIX	R	8918689	8918741	56	273.9	528.5	1678			
SSACC	R	8918745								
SBLINK	R	8918817								
EBLINK	R	8918817	8918965	152						
ESACC	R	8918745	8919065	324	264.6	516.8	462.9	326.1	4.92	898
SFIX	R	8919069								
EFIX	R	8919069	8919265	200	462.2	338.8	1596			
SSACC	R	8919269								
ESACC	R	8919269	8919273	8	468.9	330.6	470.2	329.9	0.03	57
SFIX	R	8919277								
EFIX	R	8919277	8919377	104	480.8	332.6	1624			
SSACC	R	8919381								
ESACC	R	8919381	8919385	8	484.0	339.7	485.2	328.9	0.21	60
SFIX	R	8919389								
EFIX	R	8919389	8919621	236	474.9	347.2	1648			
SSACC	R	8919625								
ESACC	R	8919625	8919629	8	472.9	335.1	476.1	349.0	0.28	46
SFIX	R	8919633								
EFIX	R	8919633	8919849	220	469.4	356.8	1670			
SSACC	R	8919853								
ESACC	R	8919853	8919869	20	461.9	363.6	465.7	336.4	0.54	74
SFIX	R	8919873								
EFIX	R	8919873	8919909	40	464.2	351.1	1676			
SSACC	R	8919913								
ESACC	R	8919913	8919917	8	461.2	345.5	460.3	337.4	0.16	53
SFIX	R	8919921								
EFIX	R	8919921	8919957	40	465.9	352.0	1671			
SSACC	R	8919961								
ESACC	R	8919961	8919969	12	468.7	345.9	467.8	341.9	0.08	65
SFIX	R	8919973								
EFIX	R	8919973	8920057	88	464.6	354.7	1694			
SSACC	R	8920061								
ESACC	R	8920061	8920065	8	463.9	339.7	464.9	347.5	0.15	40
SFIX	R	8920069								
EFIX	R	8920069	8920205	140	468.8	356.4	1707			
SSACC	R	8920209								
ESACC	R	8920209	8920265	60	467.6	371.7	473.4	344.8	0.53	63
SFIX	R	8920269								
EFIX	R	8920269	8920341	76	476.6	354.5	1733			
SSACC	R	8920345								
ESACC	R	8920345	8920377	36	483.0	337.8	477.2	341.3	0.12	63
SFIX	R	8920381								
EFIX	R	8920381	8920409	32	482.9	355.9	1745			
SSACC	R	8920413								
ESACC	R	8920413	8920429	20	492.8	348.6	499.6	335.3	0.28	68
SFIX	R	8920433								
EFIX	R	8920433	8920677	248	499.0	328.1	1739			
SSACC	R	8920681								
ESACC	R	8920681	8920693	16	501.0	310.1	499.9	337.5	0.54	60
SFIX	R	8920697								
EFIX	R	8920697	8920805	112	502.4	315.5	1753			
SSACC	R	8920809								
ESACC	R	8920809	8920821	16	507.5	319.1	507.9	300.3	0.37	60
SFIX	R	8920825								
EFIX	R	8920825	8920945	124	508.2	323.4	1759			
SSACC	R	8920949								
ESACC	R	8920949	8920957	12	506.8	335.4	510.5	332.9	0.08	47
SFIX	R	8920961								
EFIX	R	8920961	8920997	40	511.3	324.2	1764			
SSACC	R	8921001								
ESACC	R	8921001	8921013	16	508.2	324.0	504.3	308.1	0.32	59
SFIX	R	8921017								
EFIX	R	8921017	8921073	60	506.0	325.1	1779			
SSACC	R	8921077								
ESACC	R	8921077	8921085	12	512.0	322.1	512.5	299.2	0.45	56
SFIX	R	8921089								
EFIX	R	8921089	8921265	180	505.5	332.7	1779			
SSACC	R	8921269								
ESACC	R	8921269	8921293	28	502.0	331.9	501.7	354.4	0.44	58
SFIX	R	8921297								
EFIX	R	8921297	8921625	332	493.2	349.9	1782			
SSACC	R	8921629								
ESACC	R	8921629	8921649	24	486.2	348.7	477.8	337.3	0.26	67
SFIX	R	8921653								
EFIX	R	8921653	8921757	108	485.5	363.9	1793			
SSACC	R	8921761								
ESACC	R	8921761	8921777	20	483.3	368.2	482.8	378.3	0.20	76
SFIX	R	8921781								
EFIX	R	8921781	8921821	44	486.3	374.9	1813			
SSACC	R	8921825								
ESACC	R	8921825	8921837	16	483.1	370.6	481.1	352.7	0.35	56
